id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,age_group
1601,User1601,41.0,Female,Tablet,Top,Education,Morning,0,25-44
3906,User3906,41.0,Female,Tablet,Bottom,News,Evening,1,25-44
8189,User8189,40.5,Female,Tablet,Top,Shopping,Night,0,25-44
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1,25-44
1305,User1305,41.0,Female,Tablet,Top,News,Night,1,25-44
2650,User2650,53.0,Non-Binary,Desktop,Side,News,Morning,0,45-59
4236,User4236,51.0,Male,Desktop,Bottom,News,Night,0,45-59
9173,User9173,49.0,Female,Desktop,Side,Education,Evening,0,45-59
2913,User2913,57.0,Female,Mobile,Side,Social Media,Evening,1,45-59
6161,User6161,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1,60+
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1,60+
5566,User5566,43.0,Female,Mobile,Bottom,Social Media,Morning,1,25-44
1141,User1141,37.0,Non-Binary,Desktop,Bottom,News,Afternoon,1,25-44
3759,User3759,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
3854,User3854,56.0,Male,Tablet,Bottom,Social Media,Afternoon,1,45-59
9231,User9231,21.0,Female,Desktop,Top,Shopping,Evening,1,18-24
3561,User3561,37.0,Male,Desktop,Side,Social Media,Evening,1,25-44
9855,User9855,41.0,Male,Desktop,Bottom,News,Morning,1,25-44
1445,User1445,44.0,Male,Mobile,Top,Social Media,Night,0,25-44
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1,18-24
7448,User7448,37.0,Male,Tablet,Side,Entertainment,Morning,0,25-44
1557,User1557,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
966,User966,54.0,Female,Desktop,Bottom,News,Night,1,45-59
7652,User7652,42.0,Male,Mobile,Bottom,Education,Morning,1,25-44
315,User315,43.0,Non-Binary,Desktop,Side,Social Media,Evening,1,25-44
4462,User4462,52.0,Male,Tablet,Bottom,News,Afternoon,1,45-59
5483,User5483,52.0,Female,Tablet,Side,Education,Morning,0,45-59
3570,User3570,56.0,Male,Mobile,Side,Social Media,Evening,0,45-59
7748,User7748,57.0,Female,Desktop,Top,News,Night,0,45-59
5922,User5922,62.0,Female,Mobile,Side,Entertainment,Afternoon,0,60+
3429,User3429,59.0,Male,Tablet,Side,Social Media,Morning,1,45-59
6467,User6467,30.0,Non-Binary,Desktop,Side,News,Morning,1,25-44
3990,User3990,28.0,Male,Tablet,Side,Social Media,Evening,1,25-44
7670,User7670,54.0,Female,Tablet,Top,Education,Night,1,45-59
5993,User5993,37.0,Female,Desktop,Bottom,Entertainment,Evening,0,25-44
1368,User1368,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
866,User866,42.0,Male,Mobile,Bottom,Education,Night,0,25-44
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,25-44
1741,User1741,45.0,Male,Mobile,Bottom,Social Media,Night,1,45-59
3523,User3523,22.0,Non-Binary,Desktop,Bottom,News,Morning,0,18-24
9695,User9695,26.0,Male,Desktop,Side,Entertainment,Night,0,25-44
9057,User9057,38.0,Male,Desktop,Side,News,Afternoon,1,25-44
4883,User4883,43.5,Female,Mobile,Top,Other,Night,0,25-44
2311,User2311,41.0,Non-Binary,Desktop,Bottom,News,Afternoon,1,25-44
416,User416,43.5,Male,Tablet,Bottom,Other,Morning,0,25-44
9420,User9420,42.0,Non-Binary,Tablet,Side,Education,Afternoon,1,25-44
770,User770,43.0,Male,Mobile,Bottom,Social Media,Evening,1,25-44
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,25-44
9146,User9146,58.0,Non-Binary,Desktop,Top,News,Afternoon,1,45-59
6202,User6202,40.5,Female,Tablet,Bottom,Shopping,Night,1,25-44
8581,User8581,49.0,Male,Mobile,Top,Social Media,Morning,0,45-59
9151,User9151,22.0,Female,Mobile,Top,Other,Evening,0,18-24
4762,User4762,24.0,Female,Mobile,Side,Shopping,Morning,0,18-24
9966,User9966,43.0,Male,Mobile,Top,Social Media,Afternoon,1,25-44
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,60+
5487,User5487,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
2691,User2691,41.0,Male,Desktop,Bottom,News,Afternoon,1,25-44
8978,User8978,41.0,Male,Desktop,Side,News,Morning,0,25-44
265,User265,30.0,Female,Tablet,Bottom,Other,Afternoon,0,25-44
2711,User2711,42.0,Male,Tablet,Side,Education,Morning,0,25-44
1805,User1805,43.0,Male,Mobile,Top,Social Media,Afternoon,1,25-44
5498,User5498,42.0,Female,Tablet,Side,Education,Morning,1,25-44
9670,User9670,56.0,Female,Desktop,Top,Shopping,Afternoon,0,45-59
911,User911,32.0,Female,Desktop,Top,Entertainment,Night,1,25-44
5095,User5095,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1,45-59
9816,User9816,41.0,Male,Tablet,Bottom,News,Morning,0,25-44
9516,User9516,28.0,Non-Binary,Desktop,Top,News,Morning,1,25-44
805,User805,41.0,Non-Binary,Desktop,Bottom,News,Evening,1,25-44
6211,User6211,34.0,Male,Mobile,Top,Social Media,Night,0,25-44
7086,User7086,30.0,Male,Mobile,Top,Social Media,Morning,1,25-44
228,User228,46.0,Male,Mobile,Top,Social Media,Evening,1,45-59
2178,User2178,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
5921,User5921,41.0,Female,Desktop,Side,News,Morning,1,25-44
4559,User4559,30.0,Female,Desktop,Bottom,News,Night,0,25-44
1126,User1126,31.0,Male,Tablet,Side,News,Afternoon,1,25-44
6874,User6874,41.0,Female,Mobile,Side,News,Afternoon,0,25-44
5056,User5056,43.0,Male,Tablet,Side,Social Media,Night,0,25-44
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1,45-59
1454,User1454,41.0,Male,Tablet,Top,News,Morning,1,25-44
7057,User7057,43.0,Non-Binary,Tablet,Side,News,Night,0,25-44
2196,User2196,41.0,Non-Binary,Desktop,Top,News,Morning,0,25-44
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1,45-59
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1,60+
7139,User7139,41.0,Non-Binary,Desktop,Side,News,Afternoon,0,25-44
92,User92,40.5,Female,Tablet,Top,Shopping,Morning,0,25-44
2823,User2823,46.0,Male,Mobile,Top,Social Media,Night,0,45-59
6174,User6174,35.0,Male,Mobile,Side,Other,Morning,0,25-44
8476,User8476,43.0,Male,Tablet,Bottom,Other,Night,0,25-44
9157,User9157,37.0,Female,Mobile,Bottom,Entertainment,Morning,1,25-44
210,User210,28.0,Male,Tablet,Top,News,Afternoon,0,25-44
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1,45-59
7590,User7590,43.5,Non-Binary,Mobile,Top,Other,Morning,0,25-44
2804,User2804,42.0,Female,Tablet,Bottom,Education,Evening,1,25-44
6669,User6669,38.0,Female,Mobile,Side,News,Night,1,25-44
8400,User8400,37.0,Female,Tablet,Bottom,Entertainment,Afternoon,1,25-44
2032,User2032,36.0,Female,Desktop,Bottom,Education,Morning,1,25-44
1743,User1743,47.0,Non-Binary,Mobile,Top,Other,Evening,0,45-59
6296,User6296,29.0,Female,Desktop,Bottom,Education,Evening,1,25-44
8278,User8278,43.0,Male,Mobile,Top,Social Media,Morning,1,25-44
9422,User9422,21.0,Female,Mobile,Side,Entertainment,Night,1,18-24
9015,User9015,42.0,Male,Mobile,Side,Education,Afternoon,0,25-44
3898,User3898,41.0,Female,Tablet,Bottom,News,Morning,0,25-44
4805,User4805,52.0,Male,Tablet,Bottom,Other,Evening,0,45-59
3296,User3296,42.0,Female,Mobile,Top,Other,Afternoon,0,25-44
2394,User2394,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
9738,User9738,30.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
1575,User1575,31.0,Male,Tablet,Bottom,News,Night,0,25-44
7828,User7828,29.0,Female,Tablet,Bottom,News,Morning,1,25-44
3478,User3478,62.0,Male,Tablet,Top,News,Night,0,60+
3834,User3834,61.0,Non-Binary,Desktop,Bottom,News,Night,0,60+
1136,User1136,58.0,Male,Mobile,Side,Social Media,Morning,1,45-59
1225,User1225,27.0,Female,Tablet,Side,Entertainment,Evening,1,25-44
7,User7,41.0,Non-Binary,Tablet,Bottom,News,Evening,1,25-44
2946,User2946,37.0,Non-Binary,Desktop,Bottom,News,Afternoon,1,25-44
5324,User5324,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,25-44
5878,User5878,42.0,Female,Tablet,Bottom,Education,Afternoon,1,25-44
9058,User9058,42.0,Female,Desktop,Bottom,Education,Afternoon,0,25-44
2266,User2266,38.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
4415,User4415,43.5,Non-Binary,Mobile,Top,Other,Night,0,25-44
1850,User1850,38.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
1931,User1931,40.5,Female,Mobile,Bottom,Shopping,Night,1,25-44
5523,User5523,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
2733,User2733,41.0,Non-Binary,Tablet,Bottom,News,Morning,1,25-44
5678,User5678,41.0,Male,Desktop,Top,News,Afternoon,0,25-44
3955,User3955,63.0,Female,Mobile,Top,Other,Afternoon,0,60+
1340,User1340,40.0,Female,Tablet,Bottom,News,Evening,0,25-44
6743,User6743,37.0,Female,Mobile,Side,Entertainment,Evening,1,25-44
5909,User5909,45.0,Male,Tablet,Top,News,Afternoon,1,45-59
8359,User8359,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
9021,User9021,50.0,Female,Tablet,Top,News,Morning,0,45-59
7971,User7971,41.0,Non-Binary,Tablet,Top,News,Evening,1,25-44
2361,User2361,41.0,Non-Binary,Desktop,Top,News,Morning,0,25-44
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1,25-44
4049,User4049,57.0,Male,Desktop,Top,News,Night,1,45-59
1033,User1033,37.0,Female,Tablet,Bottom,Entertainment,Night,0,25-44
6237,User6237,32.0,Male,Mobile,Top,News,Morning,1,25-44
5085,User5085,41.0,Non-Binary,Tablet,Top,News,Night,1,25-44
1104,User1104,47.0,Female,Desktop,Bottom,Entertainment,Evening,0,45-59
7376,User7376,21.0,Female,Mobile,Side,News,Morning,1,18-24
9444,User9444,51.0,Female,Mobile,Side,Entertainment,Afternoon,0,45-59
163,User163,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
9967,User9967,42.0,Female,Mobile,Side,Education,Evening,1,25-44
928,User928,43.0,Male,Desktop,Side,Social Media,Night,1,25-44
2715,User2715,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
1178,User1178,41.0,Female,Desktop,Bottom,News,Evening,1,25-44
2387,User2387,43.0,Female,Mobile,Top,Social Media,Night,1,25-44
8415,User8415,64.0,Male,Tablet,Bottom,News,Evening,0,60+
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1,25-44
8081,User8081,38.0,Female,Tablet,Bottom,Entertainment,Night,1,25-44
9892,User9892,51.0,Female,Tablet,Side,News,Evening,1,45-59
412,User412,41.0,Male,Tablet,Top,News,Evening,1,25-44
1634,User1634,41.0,Male,Tablet,Bottom,News,Night,0,25-44
7699,User7699,45.0,Female,Tablet,Side,News,Afternoon,0,45-59
9676,User9676,21.0,Male,Mobile,Top,Social Media,Morning,1,18-24
1679,User1679,56.0,Female,Mobile,Top,Education,Morning,0,45-59
5514,User5514,31.0,Female,Desktop,Side,News,Night,1,25-44
9311,User9311,43.0,Female,Desktop,Side,Social Media,Afternoon,1,25-44
3674,User3674,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
2239,User2239,25.0,Female,Tablet,Bottom,Education,Morning,1,25-44
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1,18-24
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1,25-44
8333,User8333,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
4527,User4527,52.0,Male,Mobile,Top,Social Media,Morning,0,45-59
4359,User4359,36.0,Non-Binary,Desktop,Side,Social Media,Night,0,25-44
9344,User9344,50.0,Female,Mobile,Top,Social Media,Night,0,45-59
6627,User6627,42.0,Female,Desktop,Bottom,Education,Afternoon,1,25-44
3704,User3704,46.0,Non-Binary,Desktop,Top,News,Evening,0,45-59
7349,User7349,47.0,Female,Tablet,Side,Entertainment,Afternoon,0,45-59
3118,User3118,57.0,Male,Mobile,Top,Social Media,Evening,1,45-59
2581,User2581,43.0,Male,Mobile,Bottom,Social Media,Evening,1,25-44
1734,User1734,50.0,Female,Mobile,Side,Education,Night,0,45-59
1101,User1101,40.5,Female,Mobile,Bottom,Shopping,Night,0,25-44
5363,User5363,41.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
3352,User3352,41.0,Male,Desktop,Side,News,Night,1,25-44
4102,User4102,54.0,Female,Mobile,Top,Other,Evening,0,45-59
4044,User4044,41.0,Male,Mobile,Top,Social Media,Night,0,25-44
5918,User5918,48.0,Male,Mobile,Bottom,Social Media,Evening,0,45-59
1079,User1079,46.0,Male,Desktop,Side,News,Evening,0,45-59
270,User270,40.0,Non-Binary,Desktop,Side,News,Evening,0,25-44
9878,User9878,41.0,Male,Desktop,Top,News,Evening,0,25-44
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,45-59
5640,User5640,43.0,Male,Mobile,Top,Social Media,Evening,0,25-44
9090,User9090,41.0,Non-Binary,Desktop,Side,News,Morning,1,25-44
9522,User9522,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
6387,User6387,41.0,Male,Desktop,Side,News,Evening,0,25-44
507,User507,43.5,Female,Mobile,Side,Other,Morning,0,25-44
7878,User7878,60.0,Male,Tablet,Side,News,Afternoon,1,60+
6708,User6708,41.0,Male,Desktop,Top,News,Night,1,25-44
4858,User4858,26.0,Male,Tablet,Side,Social Media,Evening,0,25-44
58,User58,36.0,Female,Mobile,Top,Shopping,Morning,1,25-44
4361,User4361,29.0,Male,Tablet,Side,Education,Afternoon,1,25-44
2693,User2693,64.0,Male,Desktop,Side,Shopping,Night,0,60+
9265,User9265,43.5,Female,Mobile,Side,Other,Night,0,25-44
4021,User4021,38.0,Male,Mobile,Side,Social Media,Morning,1,25-44
5471,User5471,43.0,Male,Desktop,Side,Social Media,Night,0,25-44
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,Evening,1,18-24
8883,User8883,42.0,Female,Mobile,Bottom,Education,Evening,1,25-44
7476,User7476,52.0,Non-Binary,Tablet,Bottom,News,Night,0,45-59
6854,User6854,32.0,Male,Mobile,Bottom,Social Media,Night,1,25-44
5906,User5906,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
3328,User3328,41.0,Non-Binary,Desktop,Top,News,Night,0,25-44
9499,User9499,43.0,Female,Mobile,Bottom,Social Media,Morning,1,25-44
9912,User9912,20.0,Female,Mobile,Top,Social Media,Night,0,18-24
1856,User1856,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
7390,User7390,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
5891,User5891,24.0,Non-Binary,Tablet,Top,Education,Evening,0,18-24
3763,User3763,23.0,Male,Desktop,Bottom,Social Media,Afternoon,0,18-24
4907,User4907,43.5,Female,Mobile,Side,Other,Evening,0,25-44
3060,User3060,41.0,Male,Tablet,Bottom,News,Morning,1,25-44
4889,User4889,45.0,Male,Tablet,Bottom,News,Evening,1,45-59
375,User375,26.0,Male,Mobile,Top,Social Media,Evening,1,25-44
8555,User8555,53.0,Female,Mobile,Top,Other,Evening,0,45-59
6657,User6657,22.0,Non-Binary,Desktop,Bottom,News,Night,1,18-24
4108,User4108,36.0,Non-Binary,Tablet,Top,News,Morning,1,25-44
6637,User6637,27.0,Male,Mobile,Top,Social Media,Night,0,25-44
1296,User1296,34.0,Non-Binary,Tablet,Top,News,Morning,1,25-44
1447,User1447,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
9066,User9066,36.0,Female,Mobile,Top,Other,Evening,0,25-44
4539,User4539,54.0,Male,Mobile,Bottom,Social Media,Night,1,45-59
8149,User8149,42.0,Non-Binary,Mobile,Side,Education,Morning,0,25-44
7685,User7685,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
5738,User5738,54.0,Male,Desktop,Bottom,Social Media,Afternoon,0,45-59
5,User5,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
7507,User7507,42.0,Female,Tablet,Top,Education,Afternoon,1,25-44
6654,User6654,33.0,Female,Desktop,Top,Education,Afternoon,1,25-44
6785,User6785,41.0,Male,Tablet,Side,News,Afternoon,0,25-44
1041,User1041,37.0,Female,Mobile,Side,Entertainment,Morning,1,25-44
1483,User1483,54.0,Non-Binary,Tablet,Bottom,Education,Morning,0,45-59
647,User647,53.0,Non-Binary,Desktop,Side,Shopping,Morning,0,45-59
3336,User3336,26.0,Female,Desktop,Bottom,News,Morning,1,25-44
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,25-44
2086,User2086,51.0,Male,Mobile,Side,Social Media,Night,0,45-59
4742,User4742,31.0,Non-Binary,Desktop,Bottom,News,Night,1,25-44
8392,User8392,38.0,Male,Mobile,Side,Social Media,Evening,0,25-44
5647,User5647,46.0,Female,Tablet,Side,News,Morning,1,45-59
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1,25-44
1370,User1370,52.0,Non-Binary,Desktop,Bottom,News,Night,1,45-59
6094,User6094,43.0,Non-Binary,Tablet,Top,Social Media,Evening,1,25-44
4029,User4029,21.0,Female,Desktop,Side,News,Afternoon,1,18-24
403,User403,40.5,Non-Binary,Tablet,Top,Shopping,Afternoon,0,25-44
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Morning,1,18-24
5894,User5894,57.0,Male,Desktop,Side,Social Media,Evening,0,45-59
1650,User1650,29.0,Male,Desktop,Bottom,News,Morning,1,25-44
739,User739,43.0,Female,Mobile,Side,Social Media,Morning,0,25-44
7647,User7647,41.0,Male,Desktop,Top,News,Afternoon,1,25-44
2062,User2062,43.0,Male,Desktop,Top,Social Media,Morning,0,25-44
6966,User6966,39.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
3183,User3183,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
5191,User5191,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
5323,User5323,63.0,Female,Tablet,Bottom,Shopping,Afternoon,0,60+
5826,User5826,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
9260,User9260,37.0,Female,Desktop,Top,Education,Afternoon,0,25-44
389,User389,31.0,Male,Tablet,Top,Social Media,Afternoon,1,25-44
1632,User1632,40.5,Female,Mobile,Side,Shopping,Night,0,25-44
3154,User3154,40.5,Female,Mobile,Top,Shopping,Evening,0,25-44
3675,User3675,36.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
429,User429,42.0,Female,Desktop,Bottom,Education,Morning,0,25-44
9660,User9660,43.0,Male,Desktop,Top,Social Media,Night,1,25-44
7313,User7313,43.0,Male,Mobile,Side,Social Media,Night,1,25-44
9845,User9845,59.0,Male,Mobile,Top,Social Media,Evening,0,45-59
7013,User7013,42.0,Female,Tablet,Top,Education,Afternoon,0,25-44
8684,User8684,40.5,Non-Binary,Tablet,Top,Shopping,Afternoon,1,25-44
1386,User1386,43.5,Non-Binary,Mobile,Top,Other,Night,0,25-44
3335,User3335,24.0,Male,Mobile,Top,Entertainment,Night,1,18-24
9397,User9397,19.0,Female,Tablet,Top,Entertainment,Evening,1,18-24
4548,User4548,37.0,Male,Desktop,Side,Entertainment,Evening,1,25-44
1278,User1278,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
2676,User2676,41.0,Male,Tablet,Side,News,Morning,0,25-44
1710,User1710,37.0,Female,Tablet,Side,Entertainment,Afternoon,1,25-44
6256,User6256,41.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
9640,User9640,41.0,Male,Desktop,Side,News,Morning,0,25-44
7321,User7321,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
6131,User6131,43.0,Male,Tablet,Top,Entertainment,Morning,0,25-44
2125,User2125,41.0,Female,Tablet,Top,News,Evening,1,25-44
5346,User5346,30.0,Female,Tablet,Top,News,Morning,1,25-44
4707,User4707,21.0,Non-Binary,Desktop,Top,News,Evening,1,18-24
382,User382,18.0,Female,Tablet,Bottom,News,Evening,0,18-24
6452,User6452,34.0,Female,Mobile,Top,Other,Night,0,25-44
5832,User5832,28.0,Non-Binary,Desktop,Side,News,Afternoon,1,25-44
8241,User8241,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
7905,User7905,37.0,Male,Tablet,Bottom,News,Night,0,25-44
7962,User7962,58.0,Male,Tablet,Top,News,Afternoon,1,45-59
8411,User8411,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
9419,User9419,64.0,Male,Mobile,Side,Social Media,Afternoon,1,60+
8426,User8426,21.0,Male,Mobile,Side,Social Media,Night,0,18-24
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,25-44
1377,User1377,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
9333,User9333,42.0,Female,Tablet,Top,Education,Morning,0,25-44
5860,User5860,37.0,Female,Desktop,Bottom,Entertainment,Morning,1,25-44
2805,User2805,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
111,User111,31.0,Female,Mobile,Top,Education,Morning,0,25-44
7815,User7815,41.0,Female,Desktop,Bottom,News,Evening,0,25-44
9599,User9599,43.5,Female,Mobile,Side,Other,Evening,0,25-44
7196,User7196,20.0,Male,Tablet,Side,News,Night,0,18-24
444,User444,53.0,Male,Tablet,Bottom,News,Evening,0,45-59
8345,User8345,60.0,Non-Binary,Desktop,Top,News,Afternoon,0,60+
4215,User4215,46.0,Male,Desktop,Top,News,Morning,0,45-59
1216,User1216,55.0,Male,Mobile,Top,Social Media,Afternoon,0,45-59
6075,User6075,32.0,Non-Binary,Desktop,Side,Social Media,Night,1,25-44
8096,User8096,49.0,Female,Tablet,Side,Entertainment,Afternoon,0,45-59
5029,User5029,25.0,Female,Mobile,Top,News,Night,0,25-44
3291,User3291,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
7248,User7248,43.0,Non-Binary,Mobile,Top,Social Media,Evening,1,25-44
8716,User8716,43.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
5305,User5305,31.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
3833,User3833,57.0,Male,Tablet,Bottom,News,Night,0,45-59
6074,User6074,35.0,Male,Mobile,Bottom,Social Media,Afternoon,1,25-44
5589,User5589,53.0,Non-Binary,Tablet,Side,News,Evening,0,45-59
4278,User4278,42.0,Non-Binary,Tablet,Side,Education,Night,0,25-44
9763,User9763,37.0,Female,Desktop,Bottom,Entertainment,Evening,0,25-44
109,User109,35.0,Male,Tablet,Bottom,Social Media,Morning,0,25-44
1978,User1978,41.0,Female,Tablet,Side,News,Evening,0,25-44
5605,User5605,43.0,Male,Mobile,Side,Social Media,Evening,0,25-44
6453,User6453,37.0,Female,Desktop,Bottom,Entertainment,Evening,0,25-44
4457,User4457,41.0,Non-Binary,Desktop,Top,News,Night,0,25-44
8766,User8766,43.5,Female,Mobile,Top,Other,Evening,0,25-44
7241,User7241,34.0,Female,Tablet,Side,News,Afternoon,0,25-44
5197,User5197,37.0,Male,Mobile,Top,Entertainment,Morning,0,25-44
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1,60+
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1,25-44
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1,60+
3070,User3070,30.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
2928,User2928,43.0,Non-Binary,Desktop,Side,News,Evening,0,25-44
4270,User4270,33.0,Female,Tablet,Bottom,News,Evening,0,25-44
8973,User8973,26.0,Male,Tablet,Side,News,Night,0,25-44
2044,User2044,31.0,Male,Mobile,Top,News,Evening,1,25-44
4169,User4169,42.0,Male,Tablet,Bottom,Education,Night,0,25-44
5289,User5289,39.0,Male,Mobile,Top,Social Media,Evening,0,25-44
1913,User1913,53.0,Male,Mobile,Side,Other,Night,0,45-59
4848,User4848,41.0,Female,Desktop,Bottom,News,Night,1,25-44
2326,User2326,50.0,Female,Tablet,Side,Entertainment,Morning,0,45-59
4740,User4740,47.0,Male,Tablet,Bottom,News,Evening,0,45-59
110,User110,22.0,Non-Binary,Tablet,Bottom,Other,Afternoon,0,18-24
7675,User7675,63.0,Male,Mobile,Side,Social Media,Afternoon,0,60+
6248,User6248,48.0,Male,Mobile,Top,Social Media,Evening,1,45-59
3803,User3803,42.0,Female,Mobile,Top,Education,Morning,1,25-44
